"","trial_index","shelf_index","product_index","product","price","selected","scenario","latency","pre_discounted","id.session"
"2328",5,0,4,"malibu",10.99,FALSE,"D6-fill_1",NA,NA,"5de21e02d521a00010b47e45"
"2329",5,0,5,"gordons_export",9.99,FALSE,"D6-fill_1",NA,16.99,"5de21e02d521a00010b47e45"
"2330",5,0,6,"blanchet_red",4.99,FALSE,"D6-fill_1",NA,NA,"5de21e02d521a00010b47e45"
"2331",5,0,7,"blanchet_white",4.99,FALSE,"D6-fill_1",NA,NA,"5de21e02d521a00010b47e45"
"2332",6,0,0,"armilar_amaretto",4.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2333",6,0,1,"southern_comfort",13.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2334",6,0,2,"licor_43",11.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2335",6,0,3,"amarula",9.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2336",6,0,4,"deluxe_irish_cream",6.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2337",6,0,5,"kronenhof_advocaat",3.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2338",6,0,6,"baileys_700ml",8.99,TRUE,"D6-8",4832,11.99,"5de21e02d521a00010b47e45"
"2339",6,0,7,"tartufolikor_blanco",5.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2340",6,0,8,"high_mountains",3.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2341",6,0,9,"baileys_500ml",7.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2342",6,0,10,"heiko_blume_schokolade",6.99,FALSE,"D6-8",NA,NA,"5de21e02d521a00010b47e45"
"2343",7,0,0,"armilar_amaretto",4.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2344",7,0,1,"amarula",9.99,TRUE,"D6-5",6958,NA,"5de21e02d521a00010b47e45"
"2345",7,0,2,"kronenhof_advocaat",3.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2346",7,0,3,"deluxe_irish_cream",6.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2347",7,0,4,"baileys_700ml",8.99,FALSE,"D6-5",NA,12.99,"5de21e02d521a00010b47e45"
"2348",7,0,5,"baileys_500ml",7.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2349",7,0,6,"southern_comfort",13.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2350",7,0,7,"licor_43",11.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2351",7,0,8,"high_mountains",3.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2352",7,0,9,"tartufolikor_blanco",5.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2353",7,0,10,"heiko_blume_schokolade",6.99,FALSE,"D6-5",NA,NA,"5de21e02d521a00010b47e45"
"2354",8,0,0,"blanchet_red",4.99,FALSE,"D5-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2355",8,0,1,"smirnoff_de",10.99,FALSE,"D5-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2356",8,0,2,"lillet",10.99,FALSE,"D5-fill_3",NA,15.99,"5de21e02d521a00010b47e45"
"2357",8,0,3,"gordons_export_large",11.99,FALSE,"D5-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2358",8,0,4,"gordons_export",9.99,FALSE,"D5-fill_3",NA,11.99,"5de21e02d521a00010b47e45"
"2359",8,0,5,"malibu",10.99,FALSE,"D5-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2360",8,0,6,"blanchet_white",4.99,FALSE,"D5-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2361",8,0,7,"rotkappchen",3.99,TRUE,"D5-fill_3",3172,9.99,"5de21e02d521a00010b47e45"
"2362",9,0,0,"smirnoff_de",10.99,FALSE,"D6-fill_3",NA,12.99,"5de21e02d521a00010b47e45"
"2363",9,0,1,"lillet",10.99,FALSE,"D6-fill_3",NA,15.99,"5de21e02d521a00010b47e45"
"2364",9,0,2,"gordons_export",9.99,FALSE,"D6-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2365",9,0,3,"malibu",10.99,FALSE,"D6-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2366",9,0,4,"rotkappchen",3.99,TRUE,"D6-fill_3",3561,NA,"5de21e02d521a00010b47e45"
"2367",9,0,5,"blanchet_white",4.99,FALSE,"D6-fill_3",NA,10.99,"5de21e02d521a00010b47e45"
"2368",9,0,6,"gordons_export_large",11.99,FALSE,"D6-fill_3",NA,13.99,"5de21e02d521a00010b47e45"
"2369",9,0,7,"blanchet_red",4.99,FALSE,"D6-fill_3",NA,NA,"5de21e02d521a00010b47e45"
"2370",5,0,0,"amarula",9.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2371",5,0,1,"baileys_700ml",10.99,FALSE,"D5-3",NA,12.99,"5de21daa625af00010e78419"
"2372",5,0,2,"heiko_blume_schokolade",6.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2373",5,0,3,"armilar_amaretto",4.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2374",5,0,4,"kronenhof_advocaat",3.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2375",5,0,5,"licor_43",11.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2376",5,0,6,"southern_comfort",13.99,TRUE,"D5-3",35488,NA,"5de21daa625af00010e78419"
"2377",5,0,7,"tartufolikor_blanco",5.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2378",5,0,8,"high_mountains",3.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2379",5,0,9,"deluxe_irish_cream",6.99,FALSE,"D5-3",NA,NA,"5de21daa625af00010e78419"
"2380",6,0,0,"rotkappchen",3.99,FALSE,"D5-fill_5",NA,NA,"5de21daa625af00010e78419"
"2381",6,0,1,"gordons_export_large",11.99,FALSE,"D5-fill_5",NA,13.99,"5de21daa625af00010e78419"
"2382",6,0,2,"blanchet_red",4.99,FALSE,"D5-fill_5",NA,NA,"5de21daa625af00010e78419"
"2383",6,0,3,"blanchet_white",4.99,FALSE,"D5-fill_5",NA,12.99,"5de21daa625af00010e78419"
"2384",6,0,4,"gordons_export",9.99,TRUE,"D5-fill_5",6792,NA,"5de21daa625af00010e78419"
"2385",6,0,5,"lillet",10.99,FALSE,"D5-fill_5",NA,NA,"5de21daa625af00010e78419"
"2386",6,0,6,"smirnoff_de",10.99,FALSE,"D5-fill_5",NA,NA,"5de21daa625af00010e78419"
"2387",6,0,7,"malibu",10.99,FALSE,"D5-fill_5",NA,NA,"5de21daa625af00010e78419"
"2388",7,0,0,"blanchet_red",4.99,FALSE,"D6-fill_8",NA,NA,"5de21daa625af00010e78419"
"2389",7,0,1,"blanchet_white",4.99,FALSE,"D6-fill_8",NA,10.99,"5de21daa625af00010e78419"
"2390",7,0,2,"gordons_export_large",11.99,TRUE,"D6-fill_8",3146,NA,"5de21daa625af00010e78419"
"2391",7,0,3,"gordons_export",9.99,FALSE,"D6-fill_8",NA,NA,"5de21daa625af00010e78419"
"2392",7,0,4,"smirnoff_de",10.99,FALSE,"D6-fill_8",NA,NA,"5de21daa625af00010e78419"
"2393",7,0,5,"rotkappchen",3.99,FALSE,"D6-fill_8",NA,10.99,"5de21daa625af00010e78419"
"2394",7,0,6,"malibu",10.99,FALSE,"D6-fill_8",NA,NA,"5de21daa625af00010e78419"
"2395",7,0,7,"lillet",10.99,FALSE,"D6-fill_8",NA,NA,"5de21daa625af00010e78419"
"2396",8,0,0,"gordons_export_large",11.99,TRUE,"D6-fill_4",4042,NA,"5de21daa625af00010e78419"
"2397",8,0,1,"blanchet_white",4.99,FALSE,"D6-fill_4",NA,10.99,"5de21daa625af00010e78419"
"2398",8,0,2,"rotkappchen",3.99,FALSE,"D6-fill_4",NA,9.99,"5de21daa625af00010e78419"
"2399",8,0,3,"smirnoff_de",10.99,FALSE,"D6-fill_4",NA,NA,"5de21daa625af00010e78419"
"2400",8,0,4,"blanchet_red",4.99,FALSE,"D6-fill_4",NA,10.99,"5de21daa625af00010e78419"
"2401",8,0,5,"lillet",10.99,FALSE,"D6-fill_4",NA,NA,"5de21daa625af00010e78419"
"2402",8,0,6,"gordons_export",9.99,FALSE,"D6-fill_4",NA,NA,"5de21daa625af00010e78419"
"2403",8,0,7,"malibu",10.99,FALSE,"D6-fill_4",NA,NA,"5de21daa625af00010e78419"
"2404",9,0,0,"amarula",9.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2405",9,0,1,"licor_43",11.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2406",9,0,2,"baileys_700ml",10.99,FALSE,"D6-6",NA,11.99,"5de21daa625af00010e78419"
"2407",9,0,3,"baileys_500ml",7.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2408",9,0,4,"high_mountains",3.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2409",9,0,5,"armilar_amaretto",4.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2410",9,0,6,"deluxe_irish_cream",6.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2411",9,0,7,"tartufolikor_blanco",5.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2412",9,0,8,"kronenhof_advocaat",3.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2413",9,0,9,"southern_comfort",13.99,TRUE,"D6-6",11102,NA,"5de21daa625af00010e78419"
"2414",9,0,10,"heiko_blume_schokolade",6.99,FALSE,"D6-6",NA,NA,"5de21daa625af00010e78419"
"2415",10,0,0,"heiko_blume_schokolade",6.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2416",10,0,1,"deluxe_irish_cream",6.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2417",10,0,2,"kronenhof_advocaat",3.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2418",10,0,3,"baileys_500ml",7.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2419",10,0,4,"baileys_700ml",9.99,FALSE,"D6-4",NA,12.99,"5de21daa625af00010e78419"
"2420",10,0,5,"southern_comfort",13.99,TRUE,"D6-4",7309,NA,"5de21daa625af00010e78419"
"2421",10,0,6,"amarula",9.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2422",10,0,7,"high_mountains",3.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2423",10,0,8,"tartufolikor_blanco",5.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2424",10,0,9,"licor_43",11.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2425",10,0,10,"armilar_amaretto",4.99,FALSE,"D6-4",NA,NA,"5de21daa625af00010e78419"
"2426",11,0,0,"malibu",10.99,FALSE,"D6-fill_5",NA,17.99,"5de21daa625af00010e78419"
